ID1,id,author,vachana,author_id
5219,1450,ಮೋಳಿಗೆ ಮಾರಯ್ಯ,"ಅನುವನರಿವನ್ನಕ್ಕ ಅರ್ಚನೆ ಬೇಕು.
ಪುಣ್ಯವನರಿವನ್ನಕ್ಕ ಪೂಜೆ ಬೇಕು.
ನಾ ನೀನೆಂಬುದನರಿವನ್ನಕ್ಕ
ಎಲ್ಲಾ ನೇಮವ ಭಾವಿಸಬೇಕು.
ಕಾಲಕರ್ಮಜ್ಞಾನಭಾವ ತಾನುಳ್ಳನ್ನಕ್ಕ ಭಾವಿಸಬೇಕು.
ತನ್ನನರಿದು ವಸ್ತುವ ಕುರಿತು ನಿಂದ ಮತ್ತೆ
ಬತ್ತಲೆ ಹೋಹವಂಗೆತ್ತಲೂ ಭಯವಿಲ್ಲ
ನಿಃಕಳಂಕ ಮಲ್ಲಿಕಾರ್ಜುನಾ.",
5220,1955,ಮೋಳಿಗೆ ಮಾರಯ್ಯ,"ಬೀಜದೊಳಗಣ ವೃಕ್ಷ ಉಲಿಯಬಲ್ಲುದೆ ?
ರತ್ನದೊಳಗಣ ಉರಿ ಹೊತ್ತಬಲ್ಲುದೆ ?
ಭಿತ್ತಿಯ ಮೇಲಣ ಚಿತ್ರ ಬಟ್ಟೆಯಲ್ಲಿ ನಡೆಯಬಲ್ಲುದೆ ?
ಇದರಚ್ಚುಗವ ಕಂಡು ಮತ್ತೆ ಹಿರಿಯರೆಂದಡೆ,
ಅದೆತ್ತಣ [ಭೀತಿ] ಎನಗೆ, ನಿಃಕಳಂಕ ಮಲ್ಲಿಕಾರ್ಜುನಾ ?",
5221,467,ಬಸವಣ್ಣ,"ತೊತ್ತಿಂಗೇಕೆ ಲಕ್ಷಣ ಬಂಟಂಗೇಕೆ ಆಚಾರ
ಆಗಮವೇಕೆ ಡಿಂಗರಿಗಂಗೆ
ಒಕ್ಕುದನುಂಬುವಂಗಯ್ಯಾ, ಕೂಡಲಸಂಗಮದೇವಾ
ನಿಮ್ಮ ನಂಬುವುದಾಚಾರವಯ್ಯಾ.        467",
5222,269,ಸಿದ್ಧರಾಮೇಶ್ವರ,"ಈಗರಸುವ ನುಡಿವಿರಹಿತ ಂಗವ ನಿಲುಕಡೆ ಬೇರೆ ಉಂಟೆ?
ಮುಕುಳದಲ್ಲಿ ಪರಿಮಳ ತೋರುವ ಕಾಲಕ್ಕೆ ತೋರದಿಪ್ಪುದೆ?
ಕಪಿಲಸಿದ್ಧಮಲ್ಲಿಕಾರ್ಜುನ.",
5223,237,ಸಿದ್ಧರಾಮೇಶ್ವರ,"ಇಂತು ನಿನ್ನಯ ಭವದ ಚಿಂತೆಗೆಟ್ಟಿತು
ಬ್ರಹ್ಮ ನಿಶ್ಚಿಂತನಾದನೈ,
ಸಕಲದ ವಸ್ತು ಹಲವನು ಜರಿದು
ತತ್ವ ಮೂವತ್ತಾರ ವ್ಯರ್ಥವೆಂದೆ ಕಳೆದು,
ಸುಚಿತ್ತದಿಂದಾ ಮತ್ತೆ
ಕಪಿಲಸಿದ್ಧಮಲ್ಲಿಕಾರ್ಜುನನೆಂಬ
ತತ್ವ ತುರಿಯದೊಳಗೆ ಲೀಯವಾದೆ.",
5224,805,ಜೇಡರ ದಾಸಿಮಯ್ಯ,"ದಾಸಿ ವೇಶಿ ಮದ್ದು ಮಾಂಸ ಸುರೆ ಭಂಗಿ ಹೊಗೆ
ಅನ್ಯದೈವ ಭವಿಸಂಗ-ಇಷ್ಟುಳ್ಳನ್ನಕ್ಕ ಅವ ಭಕ್ತನಲ್ಲ, ಜಂಗಮನಲ್ಲ.
ಅವರಿಬ್ಬರ ಮೇಳಾಟವೆಂತೆಂದಡೆ
ಹೀಹಂದಿ ಹಡಿಕೆಯ ತಿಂದು
ಅವು ಒಂದರ ಮೋರೆಯನೊಂದು
ಮೂಸಿದಂತೆ ಕಾಣಾ! ರಾಮನಾಥ.",
5225,956,ಚೆನ್ನಬಸವಣ್ಣ,"ಅಷ್ಟವಿಧಾರ್ಚನೆ ಷೋಡಶೋಪಚಾರವ ಮಾಡಲಾಗದು,
ಮಾಡಿದರು ಮಾಡಿರಿ ಬೇಡಿ ಮಾಡಲಾಗದು.
ಬೇಡಿ ಮಾಡಿದ ಭಕ್ತಿ ಈಡಾಗಲರಿಯದು
ಕೂಡಲಚೆನ್ನಸಂಗಯ್ಯಾ.",
5226,101,ವೇದಮೂರ್ತಿ ಸಂಗಣ್ಣ,"ನೋಡುವ ದೃಷ್ಟಿಯು ಮುಟ್ಟಿದ ಮತ್ತೆ, ಇದಿರೆಡೆಯ ಕಾಬುದಿನ್ನೇನೊ ?
ಕ್ರಿಯ ಸಂಪದಂಗಳ ಮರೆದು, ಅರಿವ ಅರಿವಿನ ತೆರನಿನ್ನೆಂತು ?
ಸಕಲವೆಂದಲ್ಲಿ ಜಗ, ನಿಃಕಲವೆಂದಲ್ಲಿ ಕಾಬ ಲಕ್ಷ.
ಕಂಡು ನಿಶ್ಚೆ ೈಸಿದಲ್ಲಿ ಕಂಡೆಹೆನೆಂಬ ಭ್ರಾಂತು ಕಾಣಿಸಿಕೊಂಡು
ಇದಿರೆಡೆಗೊಟ್ಟುವದು,
ಲಲಾಮಭೀಮಸಂಗಮೇಶ್ವರಲಿಂಗವನರಿದ ಶರಣ.",
5227,1025,ಚೆನ್ನಬಸವಣ್ಣ,"ಉದಯ ಮಧ್ಯಾಹ್ನ ಅಸ್ತಮಾನವೆಂಬ ತ್ರಿಕಾಲದಲ್ಲಿ
ಪ್ರಾಣಲಿಂಗಕ್ಕೆ ಮಜ್ಜನಕ್ಕೆರೆಯಬೇಕೆಂಬರು.
ಉದಯವಾವುದು ? ಮಧ್ಯಾಹ್ನವಾವುದು ? ಅಸ್ತಮಾನವಾವುದು ?
ಬಲ್ಲವರು ನೀವು ಹೇಳಿರೆ.
ಕಾಯದ ಉದಯವೊ ? ಕಾಯದ ಮಧ್ಯಾಹ್ನವೊ ? ಕಾಯದ ಅಸ್ತಮಾನವೊ ?
ಕಾಯದ ಉದಯ ಬಲ್ಲಾತ ಕರ್ಮಿ, ಕಾಯದ ಮಧ್ಯಾಹ್ನವ ಬಲ್ಲತ ಪ್ರಪಂಚಿ,
ಕಾಯದ ಅಸ್ತಮಾನವ ಬಲ್ಲಾತ ವಿರಕ್ತ.
ಜೀವದ ಉದಯವೊ ? ಜೀವದ ಮಧ್ಯಾಹ್ನವೊ ? ಜೀವದ ಅಸ್ತಮಾನವೊ ?
ಜೀವದ ಉದಯವ ಬಲ್ಲಾತ ಜ್ಞಾನಿ,
ಜೀವದ ಮಧ್ಯಾಹ್ನವ ಬಲ್ಲಾತ ಜಾತಿಸ್ಮರ,
ಜೀವದ ಅಸ್ತಮಾನ ಬಲ್ಲಾತ ಜೀವನ್ಮುಕ್ತ
ಲಿಂಗದ ಉದಯ, ಲಿಂಗದ ಮಧ್ಯಾಹ್ನ, ಲಿಂಗದ ಅಸ್ತಮಾನ-
ಇಂತೀ ತ್ರಿಕಾಲದಲ್ಲಿ ಪ್ರಾಣಲಿಂಗಕ್ಕೆ ಮಜ್ಜನಕ್ಕೆರೆಯಬಲ್ಲಡೆ
ಕೂಡಲಚೆನ್ನಸಂಗಮದೇವರಲ್ಲಿ
ಆತನು ಅನವರತ ಲಿಂಗಾರ್ಚನಾಪರನು.",
5228,167,ಸಿದ್ಧರಾಮೇಶ್ವರ,"ಆ ವಿರಳದ, ಪೂರಕ ಮಣಿಯಲ್ಲಿ,
ಕಂಜ ಕರ್ಣದವರನಾದಿಪುರನ ತಟಾಕದಲ್ಲಿ
ಆರೂಢದಲಾ ನೀನಾದೆ ಅಭೇದ್ಯನೆ,
ಕಪಿಲಸಿದ್ಧಮಲ್ಲಿಕಾರ್ಜುನಯ್ಯಾ
ಆರರಿಂದಲನುಮಿಷನಾದೆ.",
5229,309,ಬಿಬ್ಬಿ ಬಾಚಯ್ಯ,"ಲೋಹಂಗಳ ರೂಪು ಒಡೆಯೆ, ಕರಗಿ ಮುನ್ನಿನಂತಾಗೆ,
ಮತ್ತೆ ಪ್ರತಿರೂಪಿಂಗೆ ಒಡಲಾಗಿರೆ,
ತದ್ಭಾವ ನಿಜವಸ್ತು ಜಗಹಿತಾರ್ಥ ಕೂಟಸ್ಥನಾಗಿ
ಏಣಾಂಕಧರ ಸೋಮೇಶ್ವರಲಿಂಗನಾದ.",
5230,14,ಅಂಬಿಗರ ಚೌಡಯ್ಯ,"ಅಂಗವ ಅಂದ ಮಾಡಿಕೊಂಡು ತಿರುಗುವ
ಭಂಗಗೇಡಿಗಳು ನೀವು ಕೇಳಿರೋ.
ಅಂಗಕ್ಕೆ ಅಂದವಾವುದೆಂದರೆ:
ಗುರುವಿಗೆ ತನುವ ಕೊಟ್ಟಿರುವುದೆ ಚೆಂದ,
ಲಿಂಗಕ್ಕೆ ಮನವ ಕೊಟ್ಟಿರುವುದೆ ಚೆಂದ,
ಜಂಗಮಕ್ಕೆ ಧನವ ಕೊಟ್ಟಿರುವುದೆ ಚೆಂದ.
ಅಷ್ಟಾವರಣದಲ್ಲಿ ನಿಬ್ಬೆರಗಿನಿಂದ ಕೂಡಿ
ಭಕ್ತಿಯೆಂಬ ಸಮುದ್ರದಲ್ಲಿ ಈಸಾಡುವುದೆ ಚೆಂದ.
ಶಿವನ ಪಾದವ ಹೊಂದುವುದೆ ಚೆಂದ.
ಈ ಮಾರ್ಗವ ಬಿಟ್ಟು, ಸಂಸಾರವೇ ಅಧಿಕವೆಂದು
ತನ್ನ ಹೆಂಡಿರು ಮಕ್ಕಳು ಸಂಪತ್ತು ಇವು [ತ]ನಗೆ ಶಾಶ್ವತವೆಂದು ತಿಳಿದು,
ಒಂದು ಕಾಸನಾದರೂ ಪರರಿಗೆ ಕೊಡದೆ,
ತಾನೇ ತಿಂದು, ನೆಲದಲ್ಲಿ ಮಡಗಿ,
ಕಡೆಗೆ ಯಮನ ಕೈಯಲಿ ಸಿಲ್ಕಿ
ನರಕ ಕೊಂಡದಲ್ಲಿ ಮುಳುಗೇಳುವುದೇ ನಿಶ್ಚಯ.
ಇಂತಹ ಅಂದಗೇಡಿಗಳ ಮುಖವ ನೋಡಲಾಗದೆಂದಾತ,
ನಮ್ಮ ಅಂಬಿಗರ ಚೌಡಯ್ಯ ನಿಜಶರಣನು.",
5231,1070,ಆದಯ್ಯ,"ಮುಖದಲ್ಲಿ ರುದ್ರನಿಪ್ಪನಯ್ಯಾ, ನಾಭಿಯಲ್ಲಿ ವಿಷ್ಣುವಿಪ್ಪನಯ್ಯಾ,
ಮೂಲದಲ್ಲಿ ಬ್ರಹ್ಮನಿಪ್ಪನಯ್ಯಾ, ಕೇಸರದಲ್ಲಿ ದೇವರ್ಕಳೆಲ್ಲಾ ಇಪ್ಪರಯ್ಯಾ.
ಇಂತು ಪುಣ್ಯವೆ ಪುಂಜವಾಗಿ ಸೌರಾಷ್ಟ್ರ ಸೋಮೇಶ್ವರನ ಬರಿಸುವ
ರುದ್ರಾಕ್ಷಿಯಂ ಧರಿಸಿರಿಯ್ಯಾ ಭಕ್ತರಪ್ಪವರು.",
5232,1175,ಮಾದಾರ ಧೂಳಯ್ಯ,"ಅರಿದು ಚುಚ್ಚುವರೆಲ್ಲರೂ ದನದಟ್ಟೆ.
ಮರೆದು ಚುಚ್ಚುವರೆಲ್ಲರೂ ದನದಟ್ಟೆ.
ನಾ ಚುಚ್ಚುವುದೆಲ್ಲ ಸತ್ತ ಜೀವದನದಟ್ಟೆ.
ಅಟ್ಟೆಯ ಕೊಯ್ದು ಮೆಟ್ಟಿಸಿದ ಸತ್ಯರಿಗೆಲ್ಲಕ್ಕೂ
ಎನಗೆ ಬಟ್ಟಬಯಲ ತೋರಬೇಕೆಂದು.
ನಿಮ್ಮ ಬಟ್ಟೆಯಲ್ಲಿ ನೀವೆ ಹೋಗಿ,
ಎನ್ನ ಬಟ್ಟೆ ಕಾಮಧೂಮ ಧೂಳೇಶ್ವರನ ಬಟ್ಟೆಯೇ ಸಾಕು.",
5233,1510,ಸಿದ್ಧರಾಮೇಶ್ವರ,"ಕಾಯ ಮುನ್ನವೊ, ಕಾಯದಲ್ಲಿಪ್ಪ ಮನ ಮುನ್ನವೊ?
ಮನ ಮುನ್ನವೊ, ಮನದಲ್ಲಿಪ್ಪ ಚೈತನ್ಯ ಮುನ್ನವೊ?
ಚೈತನ್ಯ ಮುನ್ನವೊ, ಚೈತನ್ಯಾತ್ಮಕ ಮಾಯೆ ಮುನ್ನವೊ?
ಅವು ಮುನ್ನವಲ್ಲ, ಮುನ್ನವಲ್ಲ ;
ನಿನ್ನ ನಿರಾಳ ನಿಜದ ನಿರ್ವಯಲಿನ
ಶೂನ್ಯಾಶೂನ್ಯವೆ ಮುನ್ನ ನೋಡಾ,
ಕಪಿಲಸಿದ್ಧಮಲ್ಲಿಕಾರ್ಜುನ.",
5234,1518,ಜಕ್ಕಣಯ್ಯ,"ಹತ್ತು ಮುಖದಲ್ಲಿ ಕಾಡುವ ದಶಯಿಂದ್ರಿಯಗಳಿಗೆ ಮುಖಗೊಡದೆ
ನಿತ್ಯವಾದ ಲಿಂಗದಲ್ಲಿ ಕೂಡಿ, ನಾನು ನೀನೆಂಬುದ ಮರೆದು
ತಾನು ತಾನಾದುದ ಕಂಡೆ ನೋಡಾ
ಝೇಂಕಾರ ನಿಜಲಿಂಗಪ್ರಭುವೆ.",
5235,1700,ಮೋಳಿಗೆ ಮಾರಯ್ಯ,"ಕೊಂಡ ಅನ್ನದಿಂದ ಅಜೀರ್ಣ ಬಂದಡೆ,
ಆ ಅಜೀರ್ಣ ತನಗೊ, ಅಂಗಕ್ಕೊ ?
ತನ್ನ ಅನುವ ತಾನರಿಯದೆ, ಬಂದುಂಬ ಜಂಗಮದಲ್ಲಿ
ಅಂಗವನರಸುವ ಲಿಂಗದೂರರಿಗೇಕೆ ಜಂಗಮಭಕ್ತಿ,
ನಿಃಕಳಂಕ ಮಲ್ಲಿಕಾರ್ಜುನಾ ?",
5236,787,ಜೇಡರ ದಾಸಿಮಯ್ಯ,"ಗುರು ನಿರೂಪವ ಮರದು
ಪರವಧುವ ನೆರವರು; ಪರವಧುವನಳುಪುವರು.
ಗುರುವಿಲ್ಲವವರಿಗೆ! ಪರವಿಲ್ಲವವರಿಗೆ!
ಇಂತಪ್ಪ ನರಕಿಗಳನೆನೆಗೊಮ್ಮೆ ತೋರದಿರಾ,ರಾಮನಾಥ.",
5237,1311,ಸಿದ್ಧರಾಮೇಶ್ವರ,"ಗುರುವಾಗಿ ಬಂದೆನೆಗೆ ದೀಕ್ಷೆಯ ಮಾಡಿರಿ;
ಲಿಂಗವಾಗಿ ಬಂದೆನ್ನ ಮನದ ಮನವ ಕಳೆದಿರಿ;
ಜಂಗಮವಾಗಿ ಬಂದೆನ್ನ ಪ್ರಪಂಚಕತನವ ಕಳೆದು
ಪರಮ ಸೀಮೆಯ ಮಾಡಿರಿ.
ಇಂತಿವೆಲ್ಲವೂ ಬಸವಣ್ಣನಾಗಿ ಎನಗೆ
ಪ್ರಸಾದವ ನೀಡಿ ಸಲಹಿದ, ಕಪಿಲಸಿದ್ಧಮಲ್ಲಿಕಾರ್ಜುನ.
ಇನ್ನೆನಗತಿಶಯವೇನೂ ಇಲ್ಲ.",
5238,806,ದೇಶಿಕೇಂದ್ರ ಸಂಗನಬಸವಯ್ಯ,"ಚಿತ್ತವನಡಗಿಸಿ ಬಂದವರು ಭಕ್ತೈಕ್ಯಪದಸ್ಥರಹರೆ ?
ಬುದ್ಭಿಯನಡಗಿಸಿಬಂದವರು ಮಹೇಶ್ವರೈಕ್ಯಪದಸ್ಥರಹರೆ ?
ಅಹಂತೆಯನಡಗಿಸಿ ಬಂದವರು ಪ್ರಸಾದಿಯೈಕ್ಯಪದಸ್ಥರಹರೆ ?
ಮನವನಡಗಿಸಿ ಬಂದವರು ಪ್ರಾಣಲಿಂಗಿಯೈಕ್ಯಪದಸ್ಥರಹರೆ ?
ಜ್ಞಾನವನಡಗಿಸಿ ಬಂದವರು ಶರಣೈಕ್ಯಪದಸ್ಥರಹರೆ ?
ಭಾವವನಡಗಿಸಿ ಬಂದವರು ನಿಜೈಕ್ಯಪದಸ್ಥರಹರೆ ?
ಗುರುನಿರಂಜನ ಚನ್ನಬಸವಲಿಂಗದಲ್ಲಿ.",
5239,943,ಬಸವಣ್ಣ,"ಮಿಥ್ಯವನಳಿದುಳಿದ ಸತ್ಯಪ್ರಸಾದಿ,
ರಂಜನವಿಲ್ಲದ ನಿರಂಜನ ಪ್ರಸಾದಿ,
ದುಃಖವನಳಿದ ಘನಾನಂದಪ್ರಸಾದಿ,
ಅನಿತ್ಯವಿಲ್ಲದ ನಿತ್ಯಪ್ರಸಾದಿ,
ಖಂಡಿತವಿಲ್ಲದ ಅಖಂಡಿತಪ್ರಸಾದಿ,
ಕೂಡಲಸಂಗಮದೇವರಲ್ಲಿ ತಾನೆ ಪ್ರಸಾದಿ.",
5240,2197,ಮೋಳಿಗೆ ಮಾರಯ್ಯ,"ಹರುಗೋಲನೇರಿದಡೆ ಅದ ಹಿಡಿವ ತೆರನನರಿಯಬೇಕು.
ತಡಿ ಮಡು, ಅದರಡಿಯನರಿದು ಒಡಗೂಡಬೇಕು.
ಬಿಡುಮುಡಿಯನರಿಯದಿರ್ದಡೆ ತನಗೆ ಸಡಗರವೇಕೆ ?
ಕೊಲುವ ಹಗೆ ಬೇರಿಲ್ಲವೆಂದೆ, ನಿಃಕಳಂಕ ಮಲ್ಲಿಕಾರ್ಜುನಾ.",
5241,135,ಅಂಬಿಗರ ಚೌಡಯ್ಯ,"ಗುರುಲಿಂಗಜಂಗಮಕ್ಕೆ ಆಧಾರ ಬಸವಣ್ಣ,
ಪಾದೋದಕ ಪ್ರಸಾದಕ್ಕೆ ಆಧಾರ ಬಸವಣ್ಣ,
ಸರ್ವಾಪತ್ತಿಗಾಧಾರ ಬಸವಣ್ಣ,
(ಸ್ವರ್ಗ) ಮತ್ರ್ಯ ಪಾತಾಳಕ್ಕೆ ಬಸವಣ್ಣನ ಚೈತನ್ಯವಲ್ಲದಿಲ್ಲ.
ಆ ಬಸವಣ್ಣನ ಶ್ರೀಪಾದಕ್ಕೆ ನಮೋ ನಮೋ
ಎನುತಿರ್ದಾತನಂಬಿನ (ಗ) ಚೌಡಯ್ಯ.",
5242,1408,ಸಿದ್ಧರಾಮೇಶ್ವರ,"ವಾಕ್ಸಿದ್ಧಿಯಿಂದ ದೋಷವುಂಟು, ವಾಕ್ಸಿದ್ಧಿಯಿಂದ ಪುಣ್ಯವುಂಟು.
ದೋಷದಿಂದ ಭವಕ್ಕೆ ಬೀಜ, ಪುಣ್ಯದಿಂದ ಪದಕ್ಕೆ ಬೀಜ.
ಇವೆಲ್ಲ ಪ್ರಳಯದಲ್ಲಿ, ನಿತ್ಯನೋಡಾ
      ಕಪಿಲಸಿದ್ಧಮಲ್ಲಿಕಾರ್ಜುನ.",
5243,1098,ಅಲ್ಲಮಪ್ರಭುದೇವರು,"ಕಾಯದೊಳಗೆ ಕಾಯವಾಗಿ, ಪ್ರಾಣದೊಳಗೆ ಪ್ರಾಣವಾಗಿ,
ಮನದೊಳಗೆ ಮನವಾಗಿ ಭಾವದೊಳಗೆ ಭಾವವಾಗಿ
ಅರಿವಿನೊಳಗೆ ಅರಿವಿನ ತಿರುಳಾಗಿ,_ಮರಹು ಮಾರಡೆಯಿಲ್ಲದೆ.
ನಿಜಪದವು ಸಾಧ್ಯವಾದ ಬಳಿಕ
ಆವುದು ವರ್ಮ, ಆವುದು ಕರ್ಮ ?
ಆವುದು ಬೋಧೆ, ಆವುದು ಸಂಬಂಧ ?
ನಾ ಹೇಳಲಿಲ್ಲ ನೀ ಕೇಳಲಿಲ್ಲ !
ಅದೇನು ಕಾರಣವೆಂದಡೆ ಬೆಸಗೊಂಬಡೆ ತೆರಹಿಲ್ಲವಾಗಿ !
ಗುಹೇಶ್ವರಲಿಂಗದಲ್ಲಿ ತೆರೆಮರೆ ಆವುದು ಹೇಳಯ್ಯಾ ಬಸವಣ್ಣಾ ?",
5244,932,ಬಸವಣ್ಣ,"ಆ ಭಸ್ಮತಾಗಿ ಬ್ರಹ್ಮ ತನ್ನ ಕಪಾಲವಿಡಿದನು.
ಗಣನಾಥನ ಐವತ್ತೆರಡು ಸರ ಹರಿದು ಬಿದ್ದವು.
ಆ ಭಸ್ಮತಾಗಿ ಅಂಡಜಮುಗ್ಧೆಯ ಮೂರು ಮೊಲೆ ಹರಿದು ಬಿದ್ದವು.
ನಾದಪ್ರಿಯ ನಂದಿಯನೇರಿಕೊಂಡು
ಅತೀತನ ಮೇಲೆ ಆನಂದಸಿಂಹಾಸನವನಿಕ್ಕಿ ಕುಳ್ಳಿತ್ತ,
ಕೂಡಲಸಂಗಮದೇವರ ದೇವತ್ವ ಕೆಟ್ಟಿತ್ತು.",
5245,1295,ಬಸವಣ್ಣ,"ಭವರೋಗವೈದ್ಯನೆಂದು ನಂಬಿದೆ ನಾನು,
ಒಮ್ಮಿಂಗೆ ಕರುಣಿಸಯ್ಯಾ ಭಕ್ತಿಫಲಪ್ರದಾಯಕ.
ನೀನು ಒಮ್ಮಿಂಗೆ ಕರುಣಿಸಯ್ಯಾ
ಜಯ ಜಯ ಶ್ರೀ ಮಹಾದೇವ ಎನುತಿರ್ದೆನು.
ಕೂಡಲಸಂಗಮದೇವಯ್ಯಾ,
ನಿಮ್ಮ ಶ್ರೀಪಾದಕ್ಕೆ ನಮೋ ನಮೋ ಎನುತಿರ್ದೆನು.",
5246,122,ಜಕ್ಕಣಯ್ಯ,"ಸರ್ವಾಂಗದೊಳಹೊರಗಿರ್ಪ ಲಿಂಗವು ಹಿಂಗಿ ತೋರುತಿದೆ ನೋಡಾ.
ಆ ಲಿಂಗವು ನೋಡಹೋಗದ ಮುನ್ನ ಅದು ಎನ್ನ ನುಂಗಿತ್ತಯ್ಯಾ.
ಆ ಲಿಂಗಕ್ಕೆ ನಮೋ ನಮೋ ಎನುತಿರ್ದೆನಯ್ಯ
ಝೇಂಕಾರ ನಿಜಲಿಂಗಪ್ರಭುವೆ.",
5247,1245,ಹಡಪದಪ್ಪಣ್ಣಗಳ ಪುಣ್ಯಸ್ತ್ರೀ ಲಿಂಗಮ್ಮ,"ಮನವ ನಿಲಿಸಿಹೆನೆಂದು, ಆ ಮನದ ನೆಲೆಯ ಕಾಣದೆ,
ಅರುಹು ಮರವೆಗೊಳಗಾಗಿ, ಕಳವಳವ ಮುಂದುಮಾಡಿ,
ಚಿಂತೆ ಸಂತೋಷವನೊಡಲುಮಾಡಿ,
ಭ್ರಾಂತುಗೊಂಡು ತಿರುಗುವ ಮನುಜರಿರಾ, ನೀವು ಕೇಳಿರೊ.
ಮನವ ನಿಲಿಸುವುದಕ್ಕೆ ಶರಣರ ಸಂಗಬೇಕು, ಜನನಮರಣವ ಗೆಲಬೇಕು.
ಗುರುಲಿಂಗಜಂಗಮದಲ್ಲಿ ವಂಚನೆಯಿಲ್ಲದೆ, ಮನಸಂಚಲವ ಹರಿದು,
ನಿಶ್ಚಿಂತವಾಗಿ ನಿಜವ ನಂಬಿ ಚಿತ್ತ ಸುಯಿದಾನವಾದಲ್ಲದೆ,
ಮನದೊಳಗೆ ಲಿಂಗವು ಅಚ್ಚೊತ್ತಿದಂತಿರದೆಂದರು
ಬಸವಣ್ಣನ ಶರಣರು, ನಮ್ಮ ಅಪ್ಪಣ್ಣಪ್ರಿಯ ಚೆನ್ನಬಸವಣ್ಣ.",
5248,260,ಬಸವಣ್ಣ,"ಕುದುರನೇಸ ತೊಳೆದಡೆಯೂ ಕೆಸರು ಮಾಬುದೆ
ಎನ್ನ ಕಾಯದಲುಳ್ಳ ಅವಗುಣಂಗಳ ಕಳೆದು ಕೃಪೆಯ ಮಾಡಯ್ಯಾ.
ಕಂಬಳಿಯಲ್ಲಿ ಕಣಕವ ನಾದಿದಂತೆ ಕಾಣಿರೇ ಎನ್ನ ಮನ.
ಕೂಡಲಸಂಗಮದೇವಾ, ನಿಮಗೆ ಶರಣೆಂದು ಶುದ್ಧ ಕಾಣಯ್ಯಾ.     260",
5249,282,ದೇಶಿಕೇಂದ್ರ ಸಂಗನಬಸವಯ್ಯ,"ಆಡಬಂದ ಮೂರ್ತಿಗೆ ಕೂಡಿ ಮಾಡಬಲ್ಲವರಾರಯ್ಯಾ ?
ಮಾತು ನೀತಿಯ ಕೇಳಿ, ಜಾತಿ ಮೂಲ ಜಂಜಡವೊಂದೆ ಮಾಡಿ
ಲಾಭವನುಂಬ ಹಾದಿಯ ಹಿರಿಯರಂತಿರಲಿ
ನೀಡಿಯಾಡದೆ ಕೊಟ್ಟು ಕಾಣುವ ದಿಟ್ಟಗಲ್ಲದೆ
ಬಟ್ಟೆಗಳ್ಳರಿಗೆಂತೊಲಿವ ನಮ್ಮ ಗುರುನಿರಂಜನ ಚನ್ನಬಸವಲಿಂಗ ?",
5250,1223,ಜಕ್ಕಣಯ್ಯ,"ಬ್ರಹ್ಮ ವಿಷ್ಣು ರುದ್ರಾದಿಗಳ ಮೇಲೆ ಈಶ್ವರಲಿಂಗವ ಕಂಡೆನಯ್ಯ.
ಆ ಈಶ್ವರನ ಅಂಗವ ಪೊಕ್ಕು ಸದಾಶಿವನ ಕಂಡೆನಯ್ಯ.
ಆ ಸದಾಶಿವನ ಪೊಕ್ಕು ನಾನು ನೀನೆಂಬ ಉಭಯವಳಿದು
ನಿರ್ವಯಲಲಿಂಗವನಾಚರಿಸುತಿರ್ದೆನಯ್ಯ
ಝೇಂಕಾರ ನಿಜಲಿಂಗಪ್ರಭುವೆ.",
5251,330,ದೇಶಿಕೇಂದ್ರ ಸಂಗನಬಸವಯ್ಯ,"ಅಖಂಡ ಪ್ರಕಾಶಾಲಯ ಬ್ರಹ್ಮವನರಸಿಕೊಂಡು
ಆ ವೀರಸ್ಥಲದಲ್ಲಿ ಧರಿಸಪ್ಪ
ಅನುಪಮ ವೀರಮಾಹೇಶ್ವರನ ನಡೆಯಲ್ಲಿ ತೋರುವುದು, ನುಡಿಯಲ್ಲಿ
ತೋರುವುದು,
ಹಿಡಿವಲ್ಲಿ ಕಾಣುವುದು, ಕೊಡುವಲ್ಲಿ ಕಾಂಬುವುದು, ಕೊಂಬಲ್ಲಿ ಕಾಣುವುದು,
ಬರುವಲ್ಲಿ ತೋರುವುದು, ಹೋಗುವಲ್ಲಿ ತೋರುವುದು
ಗುರುನಿರಂಜನ ಚನ್ನಬಸವಲಿಂಗವು ತಾನೇ ನಿರುತವಾಗಿ.",
5252,1474,ಚೆನ್ನಬಸವಣ್ಣ,"ಮಾಡುವಲ್ಲಿ ಎನ್ನ ನಾನು ಅರೆಯಿತ್ತು ಮಾಡಿದೆನಾದಡೆ,
ನೀಡುವಲ್ಲಿ ಎನ್ನ ನಾನು ಅರೆಯಿತ್ತು ನೀಡಿದೆನಾದಡೆ,
[ಉಣಿಸುವಲ್ಲಿ] ಎನ್ನ ನಾನು ರುಚಿಗೆ ಹಾರೈಸಿದೆನಾದಡೆ
ನಿಮಗಂದೇ ದ್ರೋಹಿಯಯ್ಯಾ!
ಮಾಡುವಲ್ಲಿ ನೀಡುವಲ್ಲಿ [ಉಣಿಸುವಲ್ಲಿ] ಕೂಡೆ ಶುದ್ಧನಲ್ಲದಡೆ
ನೀನಂದೆ ಮೂಗ ಕೊಯ್ಯಾ ಕೂಡಲಚೆನ್ನಸಂಗಮದೇವಾ",
